year,season,month,site,block,treatment_year,plot,day1,day2,day3
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,1
2017,early summer,June,Intermediate,3,1,Total,1,1,0
2017,early summer,June,Intermediate,3,1,Total,1,1,0
2017,early summer,June,Intermediate,3,1,Total,1,1,0
2017,early summer,June,Intermediate,3,1,Total,1,1,0
2017,early summer,June,Intermediate,3,1,Total,1,1,0
2017,early summer,June,Intermediate,3,1,Total,1,1,0
2017,early summer,June,Intermediate,3,1,Total,1,1,0
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,1
2017,early summer,June,Intermediate,3,1,Total,1,0,0
2017,early summer,June,Intermediate,3,1,Total,1,0,0
2017,early summer,June,Intermediate,3,1,Total,1,0,0
2017,early summer,June,Intermediate,3,1,Total,0,1,1
2017,early summer,June,Intermediate,3,1,Total,0,1,1
2017,early summer,June,Intermediate,3,1,Total,0,1,1
2017,early summer,June,Intermediate,3,1,Total,0,1,1
2017,early summer,June,Intermediate,3,1,Total,0,1,1
2017,early summer,June,Intermediate,3,1,Total,0,1,1
2017,early summer,June,Intermediate,3,1,Total,0,1,1
2017,early summer,June,Intermediate,3,1,Total,0,1,0
2017,early summer,June,Intermediate,3,1,Total,0,1,0
2017,early summer,June,Intermediate,3,1,Total,0,1,0
2017,early summer,June,Intermediate,3,1,Total,0,1,0
2017,early summer,June,Intermediate,3,1,Total,0,0,1
2017,early summer,June,Intermediate,3,1,Total,0,0,1
2017,early summer,June,Intermediate,3,1,Total,0,0,1
2017,early summer,June,Intermediate,3,1,Total,0,0,1
2017,early summer,June,Intermediate,3,1,Total,0,0,1
2017,early summer,June,Intermediate,3,1,Total,0,0,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,1
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,1,0
2017,early summer,June,Intermediate,3,1,Partial,1,0,1
2017,early summer,June,Intermediate,3,1,Partial,1,0,1
2017,early summer,June,Intermediate,3,1,Partial,1,0,1
2017,early summer,June,Intermediate,3,1,Partial,1,0,1
2017,early summer,June,Intermediate,3,1,Partial,1,0,1
2017,early summer,June,Intermediate,3,1,Partial,1,0,1
2017,early summer,June,Intermediate,3,1,Partial,0,1,1
2017,early summer,June,Intermediate,3,1,Partial,0,1,1
2017,early summer,June,Intermediate,3,1,Partial,0,1,1
2017,early summer,June,Intermediate,3,1,Partial,0,1,1
2017,early summer,June,Intermediate,3,1,Partial,0,1,0
2017,early summer,June,Intermediate,3,1,Partial,0,1,0
2017,early summer,June,Intermediate,3,1,Partial,0,1,0
2017,early summer,June,Intermediate,3,1,Partial,0,1,0
2017,early summer,June,Intermediate,3,1,Partial,0,0,1
2017,early summer,June,Intermediate,3,1,Partial,0,0,1
2017,early summer,June,Intermediate,3,1,Partial,0,0,1
2017,early summer,June,Intermediate,3,1,Partial,0,0,1
2017,early summer,June,Mesic,1,1,Open,1,1,0
2017,early summer,June,Mesic,1,1,Open,1,1,0
2017,early summer,June,Mesic,1,1,Open,1,1,0
2017,early summer,June,Mesic,1,1,Open,0,1,1
2017,early summer,June,Mesic,1,1,Open,0,1,1
2017,early summer,June,Mesic,1,1,Open,0,1,0
2017,early summer,June,Mesic,1,1,Total,1,1,1
2017,early summer,June,Mesic,1,1,Total,0,0,1
2017,early summer,June,Mesic,1,1,Total,0,0,1
2017,early summer,June,Mesic,1,1,Partial,0,1,0
2017,early summer,June,Mesic,2,1,Open,1,0,1
2017,early summer,June,Mesic,2,1,Open,1,0,0
2017,early summer,June,Mesic,2,1,Open,0,1,0
2017,early summer,June,Mesic,2,1,Total,0,0,0
2017,early summer,June,Mesic,2,1,Partial,1,0,1
2017,early summer,June,Mesic,2,1,Partial,0,1,0
2017,early summer,June,Mesic,2,1,Partial,0,1,0
2017,early summer,June,Mesic,2,1,Partial,0,0,1
2017,early summer,June,Mesic,3,1,Open,1,1,0
2017,early summer,June,Mesic,3,1,Open,1,0,0
2017,early summer,June,Mesic,3,1,Open,0,1,0
2017,early summer,June,Mesic,3,1,Total,0,0,1
2017,early summer,June,Mesic,3,1,Partial,1,0,1
2017,early summer,June,Mesic,3,1,Partial,0,0,1
2017,early summer,June,Mesic,3,1,Partial,0,0,1
2018,summer,June,Arid,1,1,Open,1,1,1
2018,summer,June,Arid,1,1,Open,1,1,1
2018,summer,June,Arid,1,1,Open,1,1,1
2018,summer,June,Arid,1,1,Open,1,1,1
2018,summer,June,Arid,1,1,Open,1,1,1
2018,summer,June,Arid,1,1,Open,1,1,1
2018,summer,June,Arid,1,1,Open,1,1,0
2018,summer,June,Arid,1,1,Open,1,1,0
2018,summer,June,Arid,1,1,Open,1,1,0
2018,summer,June,Arid,1,1,Open,1,1,0
2018,summer,June,Arid,1,1,Open,1,0,1
2018,summer,June,Arid,1,1,Open,1,0,1
2018,summer,June,Arid,1,1,Open,1,0,1
2018,summer,June,Arid,1,1,Open,0,1,1
2018,summer,June,Arid,1,1,Open,0,1,1
2018,summer,June,Arid,1,1,Open,0,1,0
2018,summer,June,Arid,1,1,Open,0,1,0
2018,summer,June,Arid,1,1,Open,0,1,0
2018,summer,June,Arid,1,1,Open,0,0,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,1
2018,summer,June,Arid,1,1,Total,1,1,0
2018,summer,June,Arid,1,1,Total,1,1,0
2018,summer,June,Arid,1,1,Total,1,1,0
2018,summer,June,Arid,1,1,Total,1,1,0
2018,summer,June,Arid,1,1,Total,1,1,0
2018,summer,June,Arid,1,1,Total,1,0,1
2018,summer,June,Arid,1,1,Total,1,0,1
2018,summer,June,Arid,1,1,Total,1,0,1
2018,summer,June,Arid,1,1,Total,0,1,0
2018,summer,June,Arid,1,1,Total,0,1,0
2018,summer,June,Arid,1,1,Total,0,0,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,1
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,1,0
2018,summer,June,Arid,1,1,Partial,1,0,1
2018,summer,June,Arid,1,1,Partial,1,0,1
2018,summer,June,Arid,1,1,Partial,1,0,1
2018,summer,June,Arid,1,1,Partial,1,0,1
2018,summer,June,Arid,1,1,Partial,1,0,1
2018,summer,June,Arid,1,1,Partial,0,1,1
2018,summer,June,Arid,1,1,Partial,0,1,1
2018,summer,June,Arid,1,1,Partial,0,1,1
2018,summer,June,Arid,1,1,Partial,0,1,1
2018,summer,June,Arid,1,1,Partial,0,1,1
2018,summer,June,Arid,1,1,Partial,0,1,1
2018,summer,June,Arid,1,1,Partial,0,1,0
2018,summer,June,Arid,1,1,Partial,0,1,0
2018,summer,June,Arid,1,1,Partial,0,1,0
2018,summer,June,Arid,1,1,Partial,0,0,1
2018,summer,June,Arid,1,1,Partial,0,0,1
2018,summer,June,Arid,1,1,Partial,0,0,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,1
2018,summer,June,Arid,2,1,Open,1,1,0
2018,summer,June,Arid,2,1,Open,1,1,0
2018,summer,June,Arid,2,1,Open,1,1,0
2018,summer,June,Arid,2,1,Open,1,1,0
2018,summer,June,Arid,2,1,Open,1,1,0
2018,summer,June,Arid,2,1,Open,1,1,0
2018,summer,June,Arid,2,1,Open,1,1,0
2018,summer,June,Arid,2,1,Open,1,0,1
2018,summer,June,Arid,2,1,Open,1,0,1
2018,summer,June,Arid,2,1,Open,1,0,1
2018,summer,June,Arid,2,1,Open,1,0,1
2018,summer,June,Arid,2,1,Open,1,0,1
2018,summer,June,Arid,2,1,Open,0,1,1
2018,summer,June,Arid,2,1,Open,0,1,0
2018,summer,June,Arid,2,1,Open,0,1,0
2018,summer,June,Arid,2,1,Open,0,1,0
2018,summer,June,Arid,2,1,Total,1,1,1
2018,summer,June,Arid,2,1,Total,1,1,1
2018,summer,June,Arid,2,1,Total,1,1,1
2018,summer,June,Arid,2,1,Total,1,1,1
2018,summer,June,Arid,2,1,Total,1,1,0
2018,summer,June,Arid,2,1,Total,1,1,0
2018,summer,June,Arid,2,1,Total,1,1,0
2018,summer,June,Arid,2,1,Total,1,0,1
2018,summer,June,Arid,2,1,Total,1,0,1
2018,summer,June,Arid,2,1,Total,1,0,1
2018,summer,June,Arid,2,1,Total,1,0,1
2018,summer,June,Arid,2,1,Total,0,1,1
2018,summer,June,Arid,2,1,Total,0,1,1
2018,summer,June,Arid,2,1,Total,0,1,1
2018,summer,June,Arid,2,1,Total,0,1,0
2018,summer,June,Arid,2,1,Total,0,1,0
2018,summer,June,Arid,2,1,Total,0,0,1
2018,summer,June,Arid,2,1,Total,0,0,1
2018,summer,June,Arid,2,1,Total,0,0,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,1
2018,summer,June,Arid,2,1,Partial,1,1,0
2018,summer,June,Arid,2,1,Partial,1,1,0
2018,summer,June,Arid,2,1,Partial,1,1,0
2018,summer,June,Arid,2,1,Partial,1,1,0
2018,summer,June,Arid,2,1,Partial,1,1,0
2018,summer,June,Arid,2,1,Partial,1,1,0
2018,summer,June,Arid,2,1,Partial,1,0,1
2018,summer,June,Arid,2,1,Partial,1,0,1
2018,summer,June,Arid,2,1,Partial,1,0,1
2018,summer,June,Arid,2,1,Partial,1,0,1
2018,summer,June,Arid,2,1,Partial,0,1,1
2018,summer,June,Arid,2,1,Partial,0,1,1
2018,summer,June,Arid,2,1,Partial,0,1,1
2018,summer,June,Arid,2,1,Partial,0,0,1
2018,summer,June,Arid,2,1,Partial,0,0,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,1
2018,summer,June,Arid,3,1,Open,1,1,0
2018,summer,June,Arid,3,1,Open,1,1,0
2018,summer,June,Arid,3,1,Open,1,1,0
2018,summer,June,Arid,3,1,Open,1,1,0
2018,summer,June,Arid,3,1,Open,1,1,0
2018,summer,June,Arid,3,1,Open,1,1,0
2018,summer,June,Arid,3,1,Open,1,1,0
2018,summer,June,Arid,3,1,Open,1,0,1
2018,summer,June,Arid,3,1,Open,1,0,1
2018,summer,June,Arid,3,1,Open,1,0,1
2018,summer,June,Arid,3,1,Open,0,1,1
2018,summer,June,Arid,3,1,Open,0,1,1
2018,summer,June,Arid,3,1,Open,0,1,1
2018,summer,June,Arid,3,1,Open,0,1,1
2018,summer,June,Arid,3,1,Open,0,1,1
2018,summer,June,Arid,3,1,Open,0,1,1
2018,summer,June,Arid,3,1,Open,0,1,1
2018,summer,June,Arid,3,1,Open,0,1,0
2018,summer,June,Arid,3,1,Open,0,1,0
2018,summer,June,Arid,3,1,Open,0,1,0
2018,summer,June,Arid,3,1,Open,0,0,1
2018,summer,June,Arid,3,1,Open,0,0,1
2018,summer,June,Arid,3,1,Open,0,0,1
2018,summer,June,Arid,3,1,Total,1,1,1
2018,summer,June,Arid,3,1,Total,1,1,1
2018,summer,June,Arid,3,1,Total,1,1,1
2018,summer,June,Arid,3,1,Total,1,1,1
2018,summer,June,Arid,3,1,Total,1,1,1
2018,summer,June,Arid,3,1,Total,1,1,1
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,1,0
2018,summer,June,Arid,3,1,Total,1,0,1
2018,summer,June,Arid,3,1,Total,1,0,1
2018,summer,June,Arid,3,1,Total,1,0,1
2018,summer,June,Arid,3,1,Total,1,0,1
2018,summer,June,Arid,3,1,Total,0,1,1
2018,summer,June,Arid,3,1,Total,0,1,1
2018,summer,June,Arid,3,1,Total,0,1,1
2018,summer,June,Arid,3,1,Total,0,1,1
2018,summer,June,Arid,3,1,Total,0,1,1
2018,summer,June,Arid,3,1,Total,0,1,0
2018,summer,June,Arid,3,1,Total,0,0,1
2018,summer,June,Arid,3,1,Total,0,0,1
2018,summer,June,Arid,3,1,Total,0,0,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,1
2018,summer,June,Arid,3,1,Partial,1,1,0
2018,summer,June,Arid,3,1,Partial,1,1,0
2018,summer,June,Arid,3,1,Partial,1,1,0
2018,summer,June,Arid,3,1,Partial,1,1,0
2018,summer,June,Arid,3,1,Partial,1,0,1
2018,summer,June,Arid,3,1,Partial,1,0,1
2018,summer,June,Arid,3,1,Partial,1,0,1
2018,summer,June,Arid,3,1,Partial,1,0,1
2018,summer,June,Arid,3,1,Partial,1,0,1
2018,summer,June,Arid,3,1,Partial,0,1,1
2018,summer,June,Arid,3,1,Partial,0,1,1
2018,summer,June,Arid,3,1,Partial,0,1,1
2018,summer,June,Arid,3,1,Partial,0,1,1
2018,summer,June,Arid,3,1,Partial,0,1,0
2018,summer,June,Arid,3,1,Partial,0,1,0
2018,summer,June,Arid,3,1,Partial,0,1,0
2018,summer,June,Arid,3,1,Partial,0,1,0
2018,summer,June,Arid,3,1,Partial,0,0,1
2018,summer,June,Intermediate,1,1,Open,1,1,1
2018,summer,June,Intermediate,1,1,Open,1,1,1
2018,summer,June,Intermediate,1,1,Open,1,1,1
2018,summer,June,Intermediate,1,1,Open,1,1,1
2018,summer,June,Intermediate,1,1,Open,1,1,1
2018,summer,June,Intermediate,1,1,Open,1,1,1
2018,summer,June,Intermediate,1,1,Open,1,1,1
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,1,0
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,1,0,1
2018,summer,June,Intermediate,1,1,Open,0,1,1
2018,summer,June,Intermediate,1,1,Open,0,1,1
2018,summer,June,Intermediate,1,1,Open,0,1,1
2018,summer,June,Intermediate,1,1,Open,0,1,1
2018,summer,June,Intermediate,1,1,Open,0,1,0
2018,summer,June,Intermediate,1,1,Open,0,1,0
2018,summer,June,Intermediate,1,1,Total,1,1,1
2018,summer,June,Intermediate,1,1,Total,1,1,1
2018,summer,June,Intermediate,1,1,Total,1,1,1
2018,summer,June,Intermediate,1,1,Total,1,1,1
2018,summer,June,Intermediate,1,1,Total,1,1,0
2018,summer,June,Intermediate,1,1,Total,1,1,0
2018,summer,June,Intermediate,1,1,Total,1,1,0
2018,summer,June,Intermediate,1,1,Total,1,1,0
2018,summer,June,Intermediate,1,1,Total,1,1,0
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,1,0,1
2018,summer,June,Intermediate,1,1,Total,0,1,1
2018,summer,June,Intermediate,1,1,Total,0,1,1
2018,summer,June,Intermediate,1,1,Total,0,1,1
2018,summer,June,Intermediate,1,1,Total,0,0,1
2018,summer,June,Intermediate,1,1,Total,0,0,1
2018,summer,June,Intermediate,1,1,Total,0,0,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,1
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,1,1,0
2018,summer,June,Intermediate,1,1,Partial,0,1,1
2018,summer,June,Intermediate,1,1,Partial,0,1,0
2018,summer,June,Intermediate,1,1,Partial,0,0,1
2018,summer,June,Intermediate,2,1,Open,1,1,1
2018,summer,June,Intermediate,2,1,Open,1,1,1
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,1,0
2018,summer,June,Intermediate,2,1,Open,1,0,1
2018,summer,June,Intermediate,2,1,Open,1,0,1
2018,summer,June,Intermediate,2,1,Open,1,0,1
2018,summer,June,Intermediate,2,1,Open,1,0,1
2018,summer,June,Intermediate,2,1,Open,1,0,1
2018,summer,June,Intermediate,2,1,Open,1,0,1
2018,summer,June,Intermediate,2,1,Open,0,1,1
2018,summer,June,Intermediate,2,1,Open,0,1,1
2018,summer,June,Intermediate,2,1,Open,0,1,1
2018,summer,June,Intermediate,2,1,Open,0,1,1
2018,summer,June,Intermediate,2,1,Open,0,1,1
2018,summer,June,Intermediate,2,1,Open,0,1,0
2018,summer,June,Intermediate,2,1,Open,0,1,0
2018,summer,June,Intermediate,2,1,Open,0,1,0
2018,summer,June,Intermediate,2,1,Open,0,1,0
2018,summer,June,Intermediate,2,1,Open,0,1,0
2018,summer,June,Intermediate,2,1,Total,1,1,1
2018,summer,June,Intermediate,2,1,Total,1,1,1
2018,summer,June,Intermediate,2,1,Total,1,1,1
2018,summer,June,Intermediate,2,1,Total,1,1,0
2018,summer,June,Intermediate,2,1,Total,1,1,0
2018,summer,June,Intermediate,2,1,Total,1,1,0
2018,summer,June,Intermediate,2,1,Total,1,1,0
2018,summer,June,Intermediate,2,1,Total,1,1,0
2018,summer,June,Intermediate,2,1,Total,1,1,0
2018,summer,June,Intermediate,2,1,Total,1,0,1
2018,summer,June,Intermediate,2,1,Total,1,0,1
2018,summer,June,Intermediate,2,1,Total,1,0,1
2018,summer,June,Intermediate,2,1,Total,1,0,1
2018,summer,June,Intermediate,2,1,Total,1,0,1
2018,summer,June,Intermediate,2,1,Total,1,0,1
2018,summer,June,Intermediate,2,1,Total,0,1,1
2018,summer,June,Intermediate,2,1,Total,0,1,1
2018,summer,June,Intermediate,2,1,Total,0,1,1
2018,summer,June,Intermediate,2,1,Total,0,1,1
2018,summer,June,Intermediate,2,1,Total,0,1,1
2018,summer,June,Intermediate,2,1,Total,0,1,0
2018,summer,June,Intermediate,2,1,Total,0,1,0
2018,summer,June,Intermediate,2,1,Total,0,0,1
2018,summer,June,Intermediate,2,1,Total,0,0,1
2018,summer,June,Intermediate,2,1,Partial,1,1,1
2018,summer,June,Intermediate,2,1,Partial,1,1,1
2018,summer,June,Intermediate,2,1,Partial,1,1,0
2018,summer,June,Intermediate,2,1,Partial,1,1,0
2018,summer,June,Intermediate,2,1,Partial,1,1,0
2018,summer,June,Intermediate,2,1,Partial,1,1,0
2018,summer,June,Intermediate,2,1,Partial,1,1,0
2018,summer,June,Intermediate,2,1,Partial,1,0,1
2018,summer,June,Intermediate,2,1,Partial,1,0,1
2018,summer,June,Intermediate,2,1,Partial,0,1,1
2018,summer,June,Intermediate,2,1,Partial,0,1,0
2018,summer,June,Intermediate,2,1,Partial,0,0,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
2018,summer,June,Intermediate,3,1,Open,1,1,1
