Year,Month,Survey,Site,Block,Plot,Total_Ticks,Dermacentor_occidentalis,Ixodes_pacificus,Dermacentor_variabilis,Unknown
2018,December,1,Arid,2,Partial,1,0,1,0,
2018,December,1,Arid,2,Total,0,0,0,0,
2018,December,1,Arid,3,Open,0,0,0,0,
2018,December,1,Arid,3,Partial,1,1,0,0,
2018,December,1,Arid,3,Total,0,0,0,0,
2018,December,1,Intermediate,1,Open,1,0,1,0,
2018,December,1,Intermediate,1,Partial,5,3,2,0,
2018,December,1,Intermediate,1,Total,7,6,0,1,
2018,December,1,Intermediate,2,Open,0,0,0,0,
2018,December,1,Intermediate,2,Partial,0,0,0,0,
2018,December,1,Intermediate,2,Total,0,0,0,0,
2018,December,1,Intermediate,3,Open,1,1,0,0,
2018,December,1,Intermediate,3,Partial,0,0,0,0,
2018,December,1,Intermediate,3,Total,3,2,1,0,
2018,December,1,Mesic,1,Open,0,0,0,0,
2018,December,1,Mesic,1,Partial,1,0,1,0,
2018,December,1,Mesic,1,Total,0,0,0,0,
2018,December,1,Mesic,2,Open,0,0,0,0,
2018,December,1,Mesic,2,Partial,0,0,0,0,
2018,December,1,Mesic,2,Total,0,0,0,0,
2018,December,1,Mesic,3,Open,0,0,0,0,
2018,December,1,Mesic,3,Partial,1,1,0,0,
2018,December,1,Mesic,3,Total,0,0,0,0,
