year,month,site,block,plot,total,deoc,ipac,deva,other,log_total,station,mean_maxF,mean_minF,precip_in,precip_mm,cum_mammal,shan_mammal,rich_mammal,liz_estimates,mam_estimates,mean_maxC,mean_minC,tempdifF,tempdifC,elevation,rain_year,plotidname,plotID
2018,April,Mesic,2,Partial,2,2,0,0,#N/A,1.098612289,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,16,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.2,15
2018,April,Mesic,3,Total,6,5,1,0,#N/A,1.945910149,Chuchupate,65.5,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,18,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Total.3,27
2018,April,Mesic,3,Partial,1,0,1,0,#N/A,0.693147181,Chuchupate,65.5,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,18.61111111,0.222222222,33.1,18.38888889,1493.5,2017/2018,Mesic.Partial.3,24
2018,August,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,13,0.5895476,2,52,2,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Open.1,1
2018,August,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,42,1.0016857,4,74,16,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Partial.1,4
2018,August,Arid,1,Total,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,34,1.2446206,4,68,16,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Total.1,7
2018,August,Arid,2,Open,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,13,0.5895476,2,61,6,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Open.2,10
2018,August,Arid,2,Partial,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,42,1.0016857,4,73,46,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Partial.2,13
2018,August,Arid,2,Total,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,34,1.2446206,4,61,41,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Total.2,16
2018,August,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,13,0.5895476,2,83,3,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Open.3,19
2018,August,Arid,3,Partial,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,42,1.0016857,4,70,#N/A,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Partial.3,22
2018,August,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,88.8,61.6,0,0,34,1.2446206,4,89,16,31.55555556,16.44444444,27.2,15.11111111,1089.7,2017/2018,Arid.Total.3,25
2018,August,Intermediate,1,Total,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,23,0.687067,2,138,32,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Total.1,8
2018,August,Intermediate,1,Open,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,8,0.5895476,2,130,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Open.1,2
2018,August,Intermediate,1,Partial,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,12,0.748017,2,134,8,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Partial.1,5
2018,August,Intermediate,2,Open,1,1,0,0,#N/A,0.693147181,Loraine,90.8,57.8,0,0,8,0.5895476,2,85,6,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Open.2,11
2018,August,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,12,0.748017,2,48,2,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Partial.2,14
2018,August,Intermediate,2,Total,0,0,0,0,#N/A,0,Loraine,90.8,57.8,0,0,23,0.687067,2,85,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Total.2,17
2018,August,Intermediate,3,Open,1,1,0,0,#N/A,0.693147181,Loraine,90.8,57.8,0,0,8,0.5895476,2,208,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Open.3,20
2018,August,Intermediate,3,Partial,1,1,0,0,#N/A,0.693147181,Loraine,90.8,57.8,0,0,12,0.748017,2,163,#N/A,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Partial.3,23
2018,August,Intermediate,3,Total,2,2,0,0,#N/A,1.098612289,Loraine,90.8,57.8,0,0,23,0.687067,2,177,2,32.66666667,14.33333333,33,18.33333333,1290.8,2017/2018,Intermediate.Total.3,26
2018,August,Mesic,1,Open,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,48,1.1649914,3,#N/A,29,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Open.1,3
2018,August,Mesic,1,Partial,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,62,1.3021472,4,#N/A,216,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Partial.1,6
2018,August,Mesic,1,Total,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,72,1.1596465,4,#N/A,63,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Total.1,9
2018,August,Mesic,2,Open,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,48,1.1649914,3,#N/A,2,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Open.2,12
2018,August,Mesic,2,Partial,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,62,1.3021472,4,#N/A,16,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Partial.2,15
2018,August,Mesic,2,Total,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,72,1.1596465,4,#N/A,8,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Total.2,18
2018,August,Mesic,3,Open,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,48,1.1649914,3,#N/A,13,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Open.3,21
2018,August,Mesic,3,Partial,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Partial.3,24
2018,August,Mesic,3,Total,0,0,0,0,#N/A,0,Chuchupate,88.2,46.5,#N/A,#N/A,72,1.1596465,4,#N/A,18,31.22222222,8.055555556,41.7,23.16666667,1493.5,2017/2018,Mesic.Total.3,27
2018,December,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,13,0.5895476,2,52,2,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Open.1,1
2018,December,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,42,1.0016857,4,74,16,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Partial.1,4
2018,December,Arid,1,Total,1,1,0,0,#N/A,0.693147181,Lebec,51.7,35.6,2.73,69.34213868,34,1.2446206,4,68,16,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Total.1,7
2018,December,Arid,2,Open,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,13,0.5895476,2,61,6,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Open.2,10
2018,December,Arid,2,Partial,1,0,1,0,#N/A,0.693147181,Lebec,51.7,35.6,2.73,69.34213868,42,1.0016857,4,73,46,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Partial.2,13
2018,December,Arid,2,Total,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,34,1.2446206,4,61,41,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Total.2,16
2018,December,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,13,0.5895476,2,83,3,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Open.3,19
2018,December,Arid,3,Partial,1,1,0,0,#N/A,0.693147181,Lebec,51.7,35.6,2.73,69.34213868,42,1.0016857,4,70,#N/A,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Partial.3,22
2018,December,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,51.7,35.6,2.73,69.34213868,34,1.2446206,4,89,16,10.94444444,2,16.1,8.944444444,1089.7,2018/2019,Arid.Total.3,25
2018,December,Intermediate,1,Open,1,0,1,0,#N/A,0.693147181,Loraine,52,32.4,1.36,34.54406909,8,0.5895476,2,130,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Open.1,2
2018,December,Intermediate,1,Partial,5,3,2,0,#N/A,1.791759469,Loraine,52,32.4,1.36,34.54406909,12,0.748017,2,134,8,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Partial.1,5
2018,December,Intermediate,1,Total,7,6,0,1,#N/A,2.079441542,Loraine,52,32.4,1.36,34.54406909,23,0.687067,2,138,32,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Total.1,8
2018,December,Intermediate,2,Open,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,8,0.5895476,2,85,6,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Open.2,11
2018,December,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,12,0.748017,2,48,2,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Partial.2,14
2018,December,Intermediate,2,Total,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,23,0.687067,2,85,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Total.2,17
2018,December,Intermediate,3,Open,1,1,0,0,#N/A,0.693147181,Loraine,52,32.4,1.36,34.54406909,8,0.5895476,2,208,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Open.3,20
2018,December,Intermediate,3,Partial,0,0,0,0,#N/A,0,Loraine,52,32.4,1.36,34.54406909,12,0.748017,2,163,#N/A,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Partial.3,23
2018,December,Intermediate,3,Total,3,2,1,0,#N/A,1.386294361,Loraine,52,32.4,1.36,34.54406909,23,0.687067,2,177,2,11.11111111,0.222222222,19.6,10.88888889,1290.8,2018/2019,Intermediate.Total.3,26
2018,December,Mesic,1,Open,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,48,1.1649914,3,#N/A,29,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Open.1,3
2018,December,Mesic,1,Partial,1,0,1,0,#N/A,0.693147181,Chuchupate,50.9,25.7,#N/A,#N/A,62,1.3021472,4,#N/A,216,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Partial.1,6
2018,December,Mesic,1,Total,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,72,1.1596465,4,#N/A,63,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Total.1,9
2018,December,Mesic,2,Open,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,48,1.1649914,3,#N/A,2,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Open.2,12
2018,December,Mesic,2,Partial,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,62,1.3021472,4,#N/A,16,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Partial.2,15
2018,December,Mesic,2,Total,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,72,1.1596465,4,#N/A,8,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Total.2,18
2018,December,Mesic,3,Open,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,48,1.1649914,3,#N/A,13,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Open.3,21
2018,December,Mesic,3,Partial,1,1,0,0,#N/A,0.693147181,Chuchupate,50.9,25.7,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Partial.3,24
2018,December,Mesic,3,Total,0,0,0,0,#N/A,0,Chuchupate,50.9,25.7,#N/A,#N/A,72,1.1596465,4,#N/A,18,10.5,-3.5,25.2,14,1493.5,2018/2019,Mesic.Total.3,27
2018,February,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,13,0.5895476,2,52,2,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Open.1,1
2018,February,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,42,1.0016857,4,74,16,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Partial.1,4
2018,February,Arid,1,Total,1,0,1,0,#N/A,0.693147181,Lebec,60.9,35.1,0.11,2.794005588,34,1.2446206,4,68,16,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Total.1,7
2018,February,Arid,2,Open,2,0,2,0,#N/A,1.098612289,Lebec,60.9,35.1,0.11,2.794005588,13,0.5895476,2,61,6,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Open.2,10
2018,February,Arid,2,Partial,3,2,1,0,#N/A,1.386294361,Lebec,60.9,35.1,0.11,2.794005588,42,1.0016857,4,73,46,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Partial.2,13
2018,February,Arid,2,Total,2,1,1,0,#N/A,1.098612289,Lebec,60.9,35.1,0.11,2.794005588,34,1.2446206,4,61,41,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Total.2,16
2018,February,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,13,0.5895476,2,83,3,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Open.3,19
2018,February,Arid,3,Partial,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,42,1.0016857,4,70,#N/A,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Partial.3,22
2018,February,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,60.9,35.1,0.11,2.794005588,34,1.2446206,4,89,16,16.05555556,1.722222222,25.8,14.33333333,1089.7,2017/2018,Arid.Total.3,25
2018,February,Intermediate,1,Open,2,2,0,0,#N/A,1.098612289,Loraine,59.7,30.8,0.08,2.032004064,8,0.5895476,2,130,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Open.1,2
2018,February,Intermediate,1,Partial,0,0,0,0,#N/A,0,Loraine,59.7,30.8,0.08,2.032004064,12,0.748017,2,134,8,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Partial.1,5
2018,February,Intermediate,1,Total,2,1,1,0,#N/A,1.098612289,Loraine,59.7,30.8,0.08,2.032004064,23,0.687067,2,138,32,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Total.1,8
2018,February,Intermediate,2,Open,1,1,0,0,#N/A,0.693147181,Loraine,59.7,30.8,0.08,2.032004064,8,0.5895476,2,85,6,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Open.2,11
2018,February,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,59.7,30.8,0.08,2.032004064,12,0.748017,2,48,2,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Partial.2,14
2018,February,Intermediate,2,Total,3,2,1,0,#N/A,1.386294361,Loraine,59.7,30.8,0.08,2.032004064,23,0.687067,2,85,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Total.2,17
2018,February,Intermediate,3,Open,0,0,0,0,#N/A,0,Loraine,59.7,30.8,0.08,2.032004064,8,0.5895476,2,208,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Open.3,20
2018,February,Intermediate,3,Partial,5,5,0,0,#N/A,1.791759469,Loraine,59.7,30.8,0.08,2.032004064,12,0.748017,2,163,#N/A,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Partial.3,23
2018,February,Intermediate,3,Total,3,3,0,0,#N/A,1.386294361,Loraine,59.7,30.8,0.08,2.032004064,23,0.687067,2,177,2,15.38888889,-0.666666667,28.9,16.05555556,1290.8,2017/2018,Intermediate.Total.3,26
2018,February,Mesic,1,Open,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,48,1.1649914,3,#N/A,29,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Open.1,3
2018,February,Mesic,1,Partial,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,62,1.3021472,4,#N/A,216,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Partial.1,6
2018,February,Mesic,1,Total,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,72,1.1596465,4,#N/A,63,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Total.1,9
2018,February,Mesic,2,Open,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,48,1.1649914,3,#N/A,2,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Open.2,12
2018,February,Mesic,2,Partial,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,62,1.3021472,4,#N/A,16,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Partial.2,15
2018,February,Mesic,2,Total,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,72,1.1596465,4,#N/A,8,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Total.2,18
2018,February,Mesic,3,Open,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,48,1.1649914,3,#N/A,13,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Open.3,21
2018,February,Mesic,3,Partial,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,62,1.3021472,4,#N/A,#N/A,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Partial.3,24
2018,February,Mesic,3,Total,0,0,0,0,#N/A,0,Chuchupate,54.2,20.2,0.66,16.76403353,72,1.1596465,4,#N/A,18,12.33333333,-6.555555556,34,18.88888889,1493.5,2017/2018,Mesic.Total.3,27
2018,January,Arid,2,Open,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,13,0.5895476,2,61,6,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Open.2,10
2018,January,Arid,2,Partial,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,42,1.0016857,4,73,46,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Partial.2,13
2018,January,Arid,2,Total,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,34,1.2446206,4,61,41,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Total.2,16
2018,January,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,13,0.5895476,2,52,2,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Open.1,1
2018,January,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,42,1.0016857,4,74,16,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Partial.1,4
2018,January,Arid,1,Total,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,34,1.2446206,4,68,16,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Total.1,7
2018,January,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,13,0.5895476,2,83,3,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Open.3,19
2018,January,Arid,3,Partial,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,42,1.0016857,4,70,#N/A,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Partial.3,22
2018,January,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,58.3,38.7,3.41,86.61417323,34,1.2446206,4,89,16,14.61111111,3.722222222,19.6,10.88888889,1089.7,2017/2018,Arid.Total.3,25
2018,January,Intermediate,3,Open,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,8,0.5895476,2,208,#N/A,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Open.3,20
2018,January,Intermediate,3,Partial,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,12,0.748017,2,163,#N/A,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Partial.3,23
2018,January,Intermediate,3,Total,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,23,0.687067,2,177,2,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Total.3,26
2018,January,Intermediate,2,Open,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,8,0.5895476,2,85,6,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Open.2,11
2018,January,Intermediate,2,Total,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,23,0.687067,2,85,#N/A,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Total.2,17
2018,January,Intermediate,2,Partial,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,12,0.748017,2,48,2,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Partial.2,14
2018,January,Intermediate,1,Total,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,23,0.687067,2,138,32,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Total.1,8
2018,January,Intermediate,1,Open,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,8,0.5895476,2,130,#N/A,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Open.1,2
2018,January,Intermediate,1,Partial,0,0,0,0,#N/A,0,Loraine,59.2,37.5,1.57,39.87807976,12,0.748017,2,134,8,15.11111111,3.055555556,21.7,12.05555556,1290.8,2017/2018,Intermediate.Partial.1,5
2018,January,Mesic,1,Total,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,72,1.1596465,4,#N/A,63,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Total.1,9
2018,January,Mesic,1,Partial,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,62,1.3021472,4,#N/A,216,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Partial.1,6
2018,January,Mesic,1,Open,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,48,1.1649914,3,#N/A,29,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Open.1,3
2018,January,Mesic,2,Total,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,72,1.1596465,4,#N/A,8,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Total.2,18
2018,January,Mesic,2,Partial,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,62,1.3021472,4,#N/A,16,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Partial.2,15
2018,January,Mesic,2,Open,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,48,1.1649914,3,#N/A,2,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Open.2,12
2018,January,Mesic,3,Total,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,72,1.1596465,4,#N/A,18,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Total.3,27
2018,January,Mesic,3,Partial,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,62,1.3021472,4,#N/A,#N/A,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Partial.3,24
2018,January,Mesic,3,Open,0,0,0,0,#N/A,0,Chuchupate,56.7,28.6,1.2,30.48006096,48,1.1649914,3,#N/A,13,13.72222222,-1.888888889,28.1,15.61111111,1493.5,2017/2018,Mesic.Open.3,21
2018,July,Arid,1,Open,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,52,2,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Open.1,1
2018,July,Arid,1,Partial,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,74,16,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Partial.1,4
2018,July,Arid,1,Total,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,68,16,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Total.1,7
2018,July,Arid,2,Open,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,61,6,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Open.2,10
2018,July,Arid,2,Partial,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,73,46,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Partial.2,13
2018,July,Arid,2,Total,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,61,41,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Total.2,16
2018,July,Arid,3,Open,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,83,3,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Open.3,19
2018,July,Arid,3,Partial,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,70,#N/A,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Partial.3,22
2018,July,Arid,3,Total,0,0,0,0,#N/A,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,89,16,#N/A,#N/A,#N/A,#N/A,1089.7,2017/2018,Arid.Total.3,25
2018,July,Intermediate,1,Total,1,1,0,0,#N/A,0.693147181,Loraine,93.2,62.3,0.05,1.27000254,23,0.687067,2,138,32,34,16.83333333,30.9,17.16666667,1290.8,2017/2018,Intermediate.Total.1,8
2018,July,Intermediate,1,Open,0,0,0,0,#N/A,0,Loraine,93.2,62.3,0.05,1.27000254,8,0.5895476,2,130,#N/A,34,16.83333333,30.9,17.16666667,1290.8,2017/2018,Intermediate.Open.1,2
